id,name,email,city,total_spent
508,Furkan Kılıç,customer00508@example.com,Tekirdağ,0
509,Berk Kurt,customer00509@example.com,Bitlis,0
510,Ömer Kurt,customer00510@example.com,Kocaeli,0
511,Zeynep Arslan,customer00511@example.com,Muğla,0
512,Emre Polat,customer00512@example.com,Aydın,0
513,Mustafa Demir,customer00513@example.com,Bingöl,0
514,Furkan Şahin,customer00514@example.com,Muğla,0
515,Ece Çelik,customer00515@example.com,Batman,0
516,Mehmet Güneş,customer00516@example.com,Batman,0
517,Onur Kılıç,customer00517@example.com,Bursa,0
518,Furkan Aslan,customer00518@example.com,Samsun,0
519,Buse Kaya,customer00519@example.com,Kastamonu,0
520,Barış Doğan,customer00520@example.com,Kahramanmaraş,0
521,Ali Güneş,customer00521@example.com,Van,0
522,Burak Çelik,customer00522@example.com,Tunceli,0
523,Can Şahin,customer00523@example.com,Manisa,0
524,Buse Aksoy,customer00524@example.com,Muğla,0
525,Ali Arslan,customer00525@example.com,Bartın,0
526,Can Kurt,customer00526@example.com,Batman,0
527,Seda Tekin,customer00527@example.com,Kilis,0
528,Zeynep Aksoy,customer00528@example.com,Ağrı,0
529,Barış Arslan,customer00529@example.com,Ağrı,0
530,Yusuf Arslan,customer00530@example.com,Kırşehir,0
531,Derya Kılıç,customer00531@example.com,Manisa,0
532,Ahmet Yıldız,customer00532@example.com,Çorum,0
533,Hakan Koç,customer00533@example.com,Aydın,0
534,Emre Yılmaz,customer00534@example.com,Bingöl,0
535,Fatma Erdoğan,customer00535@example.com,Giresun,0
536,Berk Kurt,customer00536@example.com,Tekirdağ,0
537,Ömer Yıldız,customer00537@example.com,Muğla,0
538,Mert Kılıç,customer00538@example.com,Şırnak,0
539,Barış Demir,customer00539@example.com,Antalya,0
540,Emre Yıldız,customer00540@example.com,Osmaniye,0
541,Mehmet Demir,customer00541@example.com,İzmir,0
542,Kaan Kurt,customer00542@example.com,Şanlıurfa,0
543,Barış Özdemir,customer00543@example.com,Sakarya,0
544,Eren Aydın,customer00544@example.com,Yozgat,0
545,Ali Aslan,customer00545@example.com,Siirt,0
546,Ali Doğan,customer00546@example.com,Iğdır,0
547,Arda Erdoğan,customer00547@example.com,Kırşehir,0
548,Mehmet Öztürk,customer00548@example.com,Niğde,0
549,Barış Kaya,customer00549@example.com,Adana,0
550,Burak Doğan,customer00550@example.com,Giresun,0
551,Seda Çelik,customer00551@example.com,Mersin,0
552,Mert Kılıç,customer00552@example.com,Bursa,0
553,Ahmet Polat,customer00553@example.com,Siirt,0
554,Yusuf Çelik,customer00554@example.com,Muş,0
555,Onur Öztürk,customer00555@example.com,Van,0
556,Onur Aslan,customer00556@example.com,Balıkesir,0
557,Berk Kaya,customer00557@example.com,Siirt,0
558,Ahmet Özdemir,customer00558@example.com,Balıkesir,0
559,Buse Kılıç,customer00559@example.com,Bartın,0
560,Furkan Güneş,customer00560@example.com,Ordu,0
561,Ayşe Kurt,customer00561@example.com,Kayseri,0
562,Ali Koç,customer00562@example.com,Afyonkarahisar,0
563,Ömer Yıldız,customer00563@example.com,Osmaniye,0
564,Kaan Aslan,customer00564@example.com,Bingöl,0
565,Furkan Şahin,customer00565@example.com,Isparta,0
566,Furkan Güneş,customer00566@example.com,Ordu,0
567,Serkan Demir,customer00567@example.com,Niğde,0
568,Buse Doğan,customer00568@example.com,Malatya,0
569,Can Kılıç,customer00569@example.com,Edirne,0
570,Mustafa Erdoğan,customer00570@example.com,Burdur,0
571,Serkan Erdoğan,customer00571@example.com,Erzurum,0
572,Melis Aslan,customer00572@example.com,Manisa,0
573,Fatma Çelik,customer00573@example.com,Hatay,0
574,Ali Çelik,customer00574@example.com,Mersin,0
575,Burak Yıldız,customer00575@example.com,Karabük,0
576,Emre Demir,customer00576@example.com,Elazığ,0
577,Seda Polat,customer00577@example.com,Tokat,0
578,Seda Güneş,customer00578@example.com,Ardahan,0
579,Kaan Güneş,customer00579@example.com,Osmaniye,0
580,Ömer Kılıç,customer00580@example.com,Denizli,0
581,Kaan Demir,customer00581@example.com,Trabzon,0
582,Kaan Doğan,customer00582@example.com,Kars,0
583,Hakan Kaya,customer00583@example.com,Kahramanmaraş,0
584,Serkan Demir,customer00584@example.com,Kırşehir,0
585,Kaan Özdemir,customer00585@example.com,Amasya,0
586,Mehmet Aslan,customer00586@example.com,Kastamonu,0
587,Mustafa Demir,customer00587@example.com,Kilis,0
588,Barış Erdoğan,customer00588@example.com,Nevşehir,0
589,Kaan Güneş,customer00589@example.com,Kırıkkale,0
590,Ece Kaya,customer00590@example.com,Sivas,0
591,Derya Güneş,customer00591@example.com,Erzurum,0
592,Ömer Tekin,customer00592@example.com,Trabzon,0
593,Serkan Çelik,customer00593@example.com,Artvin,0
594,Kaan Şahin,customer00594@example.com,Malatya,0
595,Ayşe Demir,customer00595@example.com,Van,0
596,Elif Yıldız,customer00596@example.com,Ankara,0
597,Can Özdemir,customer00597@example.com,Sinop,0
598,Serkan Erdoğan,customer00598@example.com,Kilis,0
599,Yusuf Aslan,customer00599@example.com,Muğla,0
600,Derya Doğan,customer00600@example.com,Nevşehir,0
601,Furkan Kılıç,customer00601@example.com,Yalova,0
602,Mehmet Kılıç,customer00602@example.com,Aydın,0
603,Ömer Şahin,customer00603@example.com,Batman,0
604,Zeynep Koç,customer00604@example.com,Kastamonu,0
605,Eren Tekin,customer00605@example.com,Denizli,0
606,Ömer Demir,customer00606@example.com,Ardahan,0
607,Zeynep Çelik,customer00607@example.com,Manisa,0
608,Mert Koç,customer00608@example.com,Çanakkale,0
609,Barış Demir,customer00609@example.com,Kırşehir,0
610,Onur Koç,customer00610@example.com,Kütahya,0
611,Ceren Çelik,customer00611@example.com,Aksaray,0
612,Mustafa Kurt,customer00612@example.com,Yozgat,0
613,Kerem Yılmaz,customer00613@example.com,Mardin,0
614,Mert Yıldız,customer00614@example.com,Giresun,0
615,Ömer Polat,customer00615@example.com,Erzurum,0
616,Can Çelik,customer00616@example.com,Denizli,0
617,Mustafa Doğan,customer00617@example.com,Bitlis,0
618,Serkan Aksoy,customer00618@example.com,Aksaray,0
619,Mehmet Kılıç,customer00619@example.com,Osmaniye,0
620,Emre Tekin,customer00620@example.com,Muş,0
621,Emre Yıldız,customer00621@example.com,Erzincan,0
622,Ceren Tekin,customer00622@example.com,Edirne,0
623,Fatma Özdemir,customer00623@example.com,Ankara,0
624,Furkan Aslan,customer00624@example.com,Hatay,0
625,Kaan Tekin,customer00625@example.com,Kastamonu,0
626,Seda Özdemir,customer00626@example.com,Hakkari,0
627,Onur Öztürk,customer00627@example.com,Kırşehir,0
628,Ece Polat,customer00628@example.com,Erzurum,0
629,Kerem Güneş,customer00629@example.com,Sinop,0
630,Kaan Doğan,customer00630@example.com,Muş,0
631,Serkan Erdoğan,customer00631@example.com,Sakarya,0
632,Yusuf Aydın,customer00632@example.com,Karabük,0
633,Emre Arslan,customer00633@example.com,Antalya,0
634,Elif Polat,customer00634@example.com,Muğla,0
635,Onur Şahin,customer00635@example.com,Zonguldak,0
636,Buse Şahin,customer00636@example.com,Kastamonu,0
637,Mustafa Yıldız,customer00637@example.com,İzmir,0
638,Kaan Erdoğan,customer00638@example.com,Çorum,0
639,Ceren Kurt,customer00639@example.com,Bingöl,0
640,Derya Öztürk,customer00640@example.com,Sivas,0
641,Melis Aslan,customer00641@example.com,Ağrı,0
642,Furkan Kaya,customer00642@example.com,Niğde,0
643,Serkan Aslan,customer00643@example.com,Hatay,0
644,Berk Demir,customer00644@example.com,Muğla,0
645,Can Yılmaz,customer00645@example.com,Kocaeli,0
646,Derya Şahin,customer00646@example.com,Kütahya,0
647,Ece Çelik,customer00647@example.com,Çankırı,0
648,Mehmet Doğan,customer00648@example.com,Trabzon,0
649,Ayşe Çelik,customer00649@example.com,Trabzon,0
650,Kaan Tekin,customer00650@example.com,Adana,0
651,Melis Demir,customer00651@example.com,Afyonkarahisar,0
652,Eren Aydın,customer00652@example.com,Denizli,0
653,Onur Tekin,customer00653@example.com,Aksaray,0
654,Furkan Şahin,customer00654@example.com,Kastamonu,0
655,Can Doğan,customer00655@example.com,Bursa,0
656,Mehmet Öztürk,customer00656@example.com,Sakarya,0
657,Elif Tekin,customer00657@example.com,Tekirdağ,0
658,Mustafa Şahin,customer00658@example.com,Uşak,0
659,Barış Aksoy,customer00659@example.com,Afyonkarahisar,0
660,Elif Erdoğan,customer00660@example.com,Bartın,0
661,Can Çelik,customer00661@example.com,Kayseri,0
662,Furkan Yılmaz,customer00662@example.com,Kilis,0
663,Kerem Öztürk,customer00663@example.com,Bartın,0
664,Furkan Yıldız,customer00664@example.com,Bilecik,0
665,Serkan Aslan,customer00665@example.com,Aydın,0
666,Serkan Aksoy,customer00666@example.com,Van,0
667,Ece Erdoğan,customer00667@example.com,Kırıkkale,0
668,Ahmet Koç,customer00668@example.com,Trabzon,0
669,Mehmet Koç,customer00669@example.com,Muğla,0
670,Eren Yılmaz,customer00670@example.com,Kahramanmaraş,0
671,Ece Demir,customer00671@example.com,Manisa,0
672,Can Şahin,customer00672@example.com,Ardahan,0
673,Fatma Kılıç,customer00673@example.com,Çankırı,0
674,Mehmet Aslan,customer00674@example.com,Karaman,0
675,Ömer Yıldız,customer00675@example.com,Tokat,0
676,Ayşe Polat,customer00676@example.com,Düzce,0
677,Yusuf Çelik,customer00677@example.com,Aydın,0
678,Ayşe Özdemir,customer00678@example.com,Amasya,0
679,Mert Aydın,customer00679@example.com,Ankara,0
680,Ece Aydın,customer00680@example.com,Ankara,0
681,Ömer Doğan,customer00681@example.com,Yozgat,0
682,Berk Aksoy,customer00682@example.com,Trabzon,0
683,Eren Kaya,customer00683@example.com,Erzurum,0
684,Mert Aslan,customer00684@example.com,Antalya,0
685,Buse Kılıç,customer00685@example.com,İzmir,0
686,Ali Aslan,customer00686@example.com,Siirt,0
687,Melis Koç,customer00687@example.com,Sinop,0
688,Melis Koç,customer00688@example.com,Malatya,0
689,Yusuf Polat,customer00689@example.com,Uşak,0
690,Kerem Erdoğan,customer00690@example.com,İzmir,0
691,Ece Demir,customer00691@example.com,Samsun,0
692,Mustafa Kurt,customer00692@example.com,Karabük,0
693,Ceren Yıldız,customer00693@example.com,Karaman,0
694,Mert Kılıç,customer00694@example.com,Bolu,0
695,Mustafa Kılıç,customer00695@example.com,Kayseri,0
696,Mert Özdemir,customer00696@example.com,Karabük,0
697,Ayşe Kurt,customer00697@example.com,Edirne,0
698,Ayşe Özdemir,customer00698@example.com,Manisa,0
699,Kaan Kaya,customer00699@example.com,Kahramanmaraş,0
700,Barış Kurt,customer00700@example.com,Kars,0
701,Elif Kaya,customer00701@example.com,Balıkesir,0
702,Zeynep Koç,customer00702@example.com,Mardin,0
703,Serkan Yıldız,customer00703@example.com,Ağrı,0
704,Emre Tekin,customer00704@example.com,Sinop,0
705,Mehmet Çelik,customer00705@example.com,Aydın,0
706,Can Aslan,customer00706@example.com,Mardin,0
707,Berk Güneş,customer00707@example.com,Amasya,0
708,Barış Çelik,customer00708@example.com,Sivas,0
709,Kerem Aslan,customer00709@example.com,Sinop,0
710,Seda Demir,customer00710@example.com,Bartın,0
711,Emre Erdoğan,customer00711@example.com,Mardin,0
712,Berk Kılıç,customer00712@example.com,Kars,0
713,Can Şahin,customer00713@example.com,Ağrı,0
714,Fatma Yıldız,customer00714@example.com,Uşak,0
715,Serkan Koç,customer00715@example.com,Batman,0
716,Ali Arslan,customer00716@example.com,İstanbul,0
717,Ayşe Özdemir,customer00717@example.com,Giresun,0
718,Barış Doğan,customer00718@example.com,Şanlıurfa,0
719,Burak Şahin,customer00719@example.com,Çankırı,0
720,Buse Demir,customer00720@example.com,Sivas,0
721,Yusuf Özdemir,customer00721@example.com,Bingöl,0
722,Ece Kılıç,customer00722@example.com,Manisa,0
723,Ayşe Demir,customer00723@example.com,Kırıkkale,0
724,Onur Doğan,customer00724@example.com,Kırklareli,0
725,Buse Yıldız,customer00725@example.com,Elazığ,0
726,Ece Aslan,customer00726@example.com,Yozgat,0
727,Can Şahin,customer00727@example.com,Eskişehir,0
728,Ece Çelik,customer00728@example.com,Hatay,0
729,Ece Polat,customer00729@example.com,Ağrı,0
730,Kerem Aksoy,customer00730@example.com,Bartın,0
731,Kerem Özdemir,customer00731@example.com,Kırıkkale,0
732,Emre Tekin,customer00732@example.com,Bingöl,0
733,Mustafa Doğan,customer00733@example.com,Niğde,0
734,Ayşe Polat,customer00734@example.com,Aksaray,0
735,Furkan Kurt,customer00735@example.com,Bartın,0
736,Mustafa Çelik,customer00736@example.com,Kocaeli,0
737,Elif Demir,customer00737@example.com,Sivas,0
738,Kaan Erdoğan,customer00738@example.com,Manisa,0
739,Emre Aksoy,customer00739@example.com,Iğdır,0
740,Yusuf Çelik,customer00740@example.com,Siirt,0
741,Serkan Kaya,customer00741@example.com,Bursa,0
742,Serkan Çelik,customer00742@example.com,Kırklareli,0
743,Yusuf Yıldız,customer00743@example.com,Konya,0
744,Derya Öztürk,customer00744@example.com,Manisa,0
745,Serkan Doğan,customer00745@example.com,Bilecik,0
746,Eren Aydın,customer00746@example.com,Kırıkkale,0
747,Eren Çelik,customer00747@example.com,Düzce,0
748,Mert Tekin,customer00748@example.com,Bayburt,0
749,Mustafa Erdoğan,customer00749@example.com,Edirne,0
750,Hakan Güneş,customer00750@example.com,Denizli,0
751,Yusuf Tekin,customer00751@example.com,Karabük,0
752,Ömer Güneş,customer00752@example.com,Ankara,0
753,Ceren Yılmaz,customer00753@example.com,Bilecik,0
754,Mehmet Güneş,customer00754@example.com,İstanbul,0
755,Elif Aydın,customer00755@example.com,Bartın,0
756,Furkan Tekin,customer00756@example.com,Ağrı,0
757,Arda Aksoy,customer00757@example.com,Kayseri,0
758,Elif Doğan,customer00758@example.com,Tunceli,0
759,Can Koç,customer00759@example.com,Kırklareli,0
760,Kaan Demir,customer00760@example.com,Artvin,0
761,Yusuf Özdemir,customer00761@example.com,Sakarya,0
762,Arda Özdemir,customer00762@example.com,Gaziantep,0
763,Ömer Tekin,customer00763@example.com,Çorum,0
764,Ömer Kılıç,customer00764@example.com,Manisa,0
765,Berk Çelik,customer00765@example.com,Muğla,0
766,Serkan Aksoy,customer00766@example.com,Bolu,0
767,Ömer Öztürk,customer00767@example.com,Tokat,0
768,Ali Arslan,customer00768@example.com,Sivas,0
769,Can Çelik,customer00769@example.com,Bitlis,0
770,Mehmet Doğan,customer00770@example.com,Nevşehir,0
771,Buse Tekin,customer00771@example.com,Sakarya,0
772,Can Yıldız,customer00772@example.com,Konya,0
773,Derya Güneş,customer00773@example.com,Kocaeli,0
774,Burak Yıldız,customer00774@example.com,Uşak,0
775,Serkan Özdemir,customer00775@example.com,Uşak,0
776,Melis Doğan,customer00776@example.com,Uşak,0
777,Ahmet Demir,customer00777@example.com,Niğde,0
778,Serkan Özdemir,customer00778@example.com,Hatay,0
779,Burak Güneş,customer00779@example.com,Kahramanmaraş,0
780,Mehmet Kaya,customer00780@example.com,Kastamonu,0
781,Arda Tekin,customer00781@example.com,Trabzon,0
782,Mert Aksoy,customer00782@example.com,Adıyaman,0
783,Buse Şahin,customer00783@example.com,Siirt,0
784,Emre Arslan,customer00784@example.com,Mardin,0
785,Seda Koç,customer00785@example.com,Mardin,0
786,Mehmet Koç,customer00786@example.com,Antalya,0
787,Hakan Aksoy,customer00787@example.com,Erzurum,0
788,Kerem Aksoy,customer00788@example.com,Kastamonu,0
789,Mustafa Koç,customer00789@example.com,Van,0
790,Kaan Aksoy,customer00790@example.com,Kars,0
791,Ceren Tekin,customer00791@example.com,Kilis,0
792,Ali Çelik,customer00792@example.com,Bitlis,0
793,Berk Aslan,customer00793@example.com,Malatya,0
794,Onur Aslan,customer00794@example.com,Çorum,0
795,Burak Tekin,customer00795@example.com,Yozgat,0
796,Berk Erdoğan,customer00796@example.com,Ankara,0
797,Mehmet Kaya,customer00797@example.com,Çankırı,0
798,Ayşe Kılıç,customer00798@example.com,Trabzon,0
799,Serkan Özdemir,customer00799@example.com,Denizli,0
800,Barış Erdoğan,customer00800@example.com,Çankırı,0
801,Ömer Tekin,customer00801@example.com,Kocaeli,0
802,Yusuf Koç,customer00802@example.com,Kilis,0
803,Fatma Doğan,customer00803@example.com,Iğdır,0
804,Ömer Erdoğan,customer00804@example.com,Yozgat,0
805,Onur Polat,customer00805@example.com,Şırnak,0
806,Mert Polat,customer00806@example.com,Afyonkarahisar,0
807,Kerem Kılıç,customer00807@example.com,Burdur,0
808,Furkan Güneş,customer00808@example.com,Kırşehir,0
809,Ece Yılmaz,customer00809@example.com,Yalova,0
810,Arda Arslan,customer00810@example.com,Ardahan,0
811,Hakan Öztürk,customer00811@example.com,Antalya,0
812,Hakan Polat,customer00812@example.com,Edirne,0
813,Serkan Tekin,customer00813@example.com,Muş,0
814,Emre Öztürk,customer00814@example.com,Amasya,0
815,Hakan Şahin,customer00815@example.com,Erzurum,0
816,Ahmet Özdemir,customer00816@example.com,Kocaeli,0
817,Furkan Çelik,customer00817@example.com,Rize,0
818,Ayşe Aydın,customer00818@example.com,Rize,0
819,Serkan Tekin,customer00819@example.com,Trabzon,0
820,Buse Kaya,customer00820@example.com,Çankırı,0
821,Serkan Aydın,customer00821@example.com,Batman,0
822,Ömer Polat,customer00822@example.com,Aksaray,0
823,Berk Kılıç,customer00823@example.com,Elazığ,0
824,Kaan Aksoy,customer00824@example.com,Malatya,0
825,Onur Aslan,customer00825@example.com,İstanbul,0
826,Barış Polat,customer00826@example.com,Erzurum,0
827,Can Arslan,customer00827@example.com,Batman,0
828,Mert Öztürk,customer00828@example.com,Kırklareli,0
829,Seda Doğan,customer00829@example.com,Gaziantep,0
830,Ayşe Polat,customer00830@example.com,Kocaeli,0
831,Arda Aslan,customer00831@example.com,Batman,0
832,Derya Arslan,customer00832@example.com,Kastamonu,0
833,Ali Güneş,customer00833@example.com,Karaman,0
834,Berk Koç,customer00834@example.com,Manisa,0
835,Seda Çelik,customer00835@example.com,Kayseri,0
836,Mehmet Doğan,customer00836@example.com,Bilecik,0
837,Kerem Özdemir,customer00837@example.com,Mersin,0
838,Fatma Polat,customer00838@example.com,Giresun,0
839,Burak Aksoy,customer00839@example.com,İzmir,0
840,Derya Aksoy,customer00840@example.com,İzmir,0
841,Emre Şahin,customer00841@example.com,Kilis,0
842,Fatma Güneş,customer00842@example.com,Hatay,0
843,Can Kaya,customer00843@example.com,Aksaray,0
844,Can Öztürk,customer00844@example.com,Antalya,0
845,Ali Kurt,customer00845@example.com,Kütahya,0
846,Ayşe Polat,customer00846@example.com,Bitlis,0
847,Zeynep Çelik,customer00847@example.com,Adana,0
848,Onur Yıldız,customer00848@example.com,Rize,0
849,Elif Polat,customer00849@example.com,Tunceli,0
850,Elif Aydın,customer00850@example.com,Kastamonu,0
851,Ömer Doğan,customer00851@example.com,Artvin,0
852,Derya Demir,customer00852@example.com,Bartın,0
853,Can Aksoy,customer00853@example.com,Amasya,0
854,Derya Yıldız,customer00854@example.com,Sakarya,0
855,Melis Yıldız,customer00855@example.com,Amasya,0
856,Ceren Koç,customer00856@example.com,Uşak,0
857,Yusuf Doğan,customer00857@example.com,Amasya,0
858,Ahmet Doğan,customer00858@example.com,Şırnak,0
